,Tweet,score
12480,__label__NEUTRAL AmericanAir Flight  N prepares for flight at FlyTPA before departing for flyohare httptcoXbKvcraOKn,0
12481,__label__POSITIVE AmericanAir Alright prove it   days ago I sat on a plane at JFK for  hrs deplaned for  more and when I reboarded,1
12482,__label__NEUTRAL AmericanAir Im trying to choose my seats but every time I go to the next flight I get system error,0
12483,__label__POSITIVE AmericanAir Thanks both airlines said that it is located at AA Detroit Also was informed that it flew with AA which shouldnt matter,1
12484,__label__NEUTRAL AmericanAir We did talk with Delta for about hour over phone and I got a number from Delta that they asked to give to AA which I did,0
12485,__label__NEUTRAL AmericanAir Policy makers need to change their mindset on aviation Flying is not for httptcoDQnnRfV,0
12486,__label__POSITIVE AmericanAir already did reply was sorry we believe this to be fair as a journalist writing an article on my trip i will include this,1
12487,__label__POSITIVE AmericanAir leave us stranded send baggage with important medication to different city for daysampapologise with a  voucher appalling,1
12488,__label__NEGATIVE AmericanAir Ive been trying to change a Thursday flight and theres a ridiculous wait time on the phone and your website isnt helping,-1
12489,__label__POSITIVE AmericanAir Slacksoftuk I saw an American  in old colours at HeathrowAirport on Saturday Was surprised to see,1
12490,__label__NEUTRAL AmericanAir We all did Skippers walkaround too ,0
12491,__label__NEGATIVE AmericanAir Plane Veers Off Runway at Icy Dallas Airport httptcoDWVDvqXBB,-1
12492,__label__NEUTRAL AmericanAir Thank you for the acknowledgement The IFE didnt work all that well anyway so maybe time to upgrade to lower profile system,0
12493,__label__POSITIVE AmericanAir thanks for the canned reply,1
12494,__label__NEUTRAL AmericanAir just went to check into flight  hr advance again husband and I are seated separately for hr flight why does this happen,0
12495,__label__POSITIVE AmericanAir no I just expect a higher level of customer service amp for the flight crews to give us accurate information,1
12496,__label__NEGATIVE AmericanAir or at the very least an explanation on why no one told me my flight was Cancelled Flightled,-1
12497,__label__NEUTRAL AmericanAir I tried when I landed but there was noone there  Ive emailed your customer service twice now who dont seem to care,0
12498,__label__NEUTRAL AmericanAir no Ive since rebooked with another airline what I would like is compensation for all the timemoney lost,0
12499,__label__NEUTRAL AmericanAir nothing you have done enough,0
12500,__label__NEGATIVE AmericanAir I was rebooked on a flight that was too Late Flight for my connection,-1
12501,__label__POSITIVE AmericanAir Such a suprise New vanity kit set for frequent travellers grinningface thank you AA httptcofANygnUx,1
12502,__label__NEGATIVE AmericanAir gah this is so frustrating Nobody has my address here in the USA Where are my bags So disorganised,-1
12503,__label__POSITIVE AmericanAir lovely flight back from MIA to LHR  great crew  thanks ,1
12504,__label__NEUTRAL AmericanAir I have emailed several timeshand wrote a letterwent to airportcalledplease fix this Or abcnewsBayArea please help,0
12505,__label__NEGATIVE AmericanAir offered me a cot to sleep onAfter they Cancelled Flightled my flight A fucking cot What about a hotel like youre supposed to provide,-1
12506,__label__NEUTRAL AmericanAir over the last year  of my flights have been delayed or Cancelled Flightled  Im done with you,0
12507,__label__NEGATIVE AmericanAir another generic response guys Cmon Youre terrible How about an actual helpful person Not all the rude employees at LAX,-1
12508,__label__NEGATIVE AmericanAir I tried EXTREMELY RUDE Even the supervisor And when I asked to speak to HIS supervisor I was told no,-1
12509,__label__NEGATIVE AmericanAir yes but you are still human I hope dealing with all the horror stories people share I complained to DOT Everyone should,-1
12510,__label__POSITIVE AmericanAir try contacting everyone on that flight with a refund offer and we might believe you are sincere,1
12511,__label__NEGATIVE AmericanAir I have filed multiple complaints I prefer to continue warning the public instead of wasting more time with this inhumane corp,-1
12512,__label__NEGATIVE AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,-1
12513,__label__NEUTRAL AmericanAir terror story my luggage was delayed both ways on an international flight for over  days total angrycustomer,0
12514,__label__NEGATIVE AmericanAir WORST SERVICE EVER Delayed flights for more than  hours plus you missed my bag And your employees are rude poutingfacepoutingface,-1
12515,__label__NEGATIVE AmericanAir thanks for the generic computer generated response How about you accommodate your travelers instead of just saying sorry,-1
12516,__label__NEGATIVE AmericanAir they are giving cots to the people that did not get hotel roomsthat is terrible,-1
12517,__label__NEUTRAL AmericanAir I did twicegot a letter back saying that your company doesnt issue refunds for phone bills helpphone will be shut off,0
12518,__label__NEGATIVE AmericanAir oh yeah I guess those are two different things  am does weird things to my brain Thanks again xox,-1
12519,__label__NEUTRAL AmericanAir yes No one is answering and Im on a train,0
12520,__label__NEUTRAL AmericanAir TY But their site says  Please note that we do not offer a print subscription service for American Way ,0
12521,__label__NEGATIVE AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,-1
12522,__label__POSITIVE AmericanAir just hopingpraying for a safe flight Theyve had to stop and deice our plane yet againdisappointedface,1
12523,__label__NEUTRAL AmericanAir after losing my bags for  daysampcharging me  toarrange pick upin argentinaclaiming tollfree wont reimburse me Help,0
12524,__label__POSITIVE AmericanAir pity that a machine replied or perhaps my story not unusual Expected better response given article in inflight magazine,1
12525,__label__NEUTRAL AmericanAir i have been rebooked for the am flight My questions is why do some people get hotel and the others dont like myself,0
12526,__label__NEUTRAL AmericanAir I responded Your info different than your customer service line,0
12527,__label__NEUTRAL AmericanAir done,0
12528,__label__NEUTRAL AmericanAir will not help us on the phone at the gate or in checkin I book travel for clients and cannot believe the lack of service,0
12529,__label__NEGATIVE AmericanAir no no no YOU DM me I pay you money and you want to me to reach out to you for help How about the other way around,-1
12530,__label__NEUTRAL AmericanAir I had a am flight I can get no rest because I have to wait another  hours to receive an automated phone call neveragain,0
12531,__label__NEGATIVE AmericanAir does not know the meaning of customer service Nightmare Paid for direct flight Bumped to Dallas Flight Cancelled Flighted Terrible,-1
12532,__label__NEGATIVE AmericanAir thats absolutely horrible customer service The person supposed to call me cant immediately call back when disconnected,-1
12533,__label__NEGATIVE AmericanAir will do I also passed the website around to other passengers,-1
12534,__label__NEUTRAL AmericanAir my flight was Cancelled Flightled I called they said theyd call back in  They did And hung up now saying I have to wait  hrs,0
12535,__label__NEUTRAL AmericanAir does  doesnt,0
12536,__label__POSITIVE AmericanAir Okay If someone does it look for it now my fear is it will be lost forever Its a very small item,1
12537,__label__NEGATIVE AmericanAir what kind if airlines do you guys run The people that got in line first received hotel vouchers Terrible customer service,-1
12538,__label__NEGATIVE AmericanAir emxlyy The wheel was broken when we got it We swear,-1
12539,__label__POSITIVE AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available,1
12540,__label__POSITIVE AmericanAir Ill give a reward for whoever finds and returns to me on Thurs when I fly back thru dfwairport I redheart these earrings,1
12541,__label__NEUTRAL AmericanAir checked in at Des Moines lay over in ORD final destination Austin Texas  Baggage was only checked to ORD,0
12542,__label__NEUTRAL AmericanAir and btwn gate a amp a I lost a diamond earring dayjustgotWORSE Pls have maintenance look for it httptcoUieSRGHHO,0
12543,__label__NEUTRAL AmericanAir we then had to deplane and change planes,0
12544,__label__NEGATIVE AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow so unfortunately i have rebooked Thanks,-1
12545,__label__NEUTRAL AmericanAir after running from one flight because we had  mins to our next flight we then sat on our plane for an hour,0
12546,__label__NEGATIVE AmericanAir but your flight crews amp ground crews have handled situation well Texting notification let me catch a few winks during delay,-1
12547,__label__NEGATIVE AmericanAir Thx I hope so IAH to DFW to OKC has turned out to be a LONG trip today and I have to work tomorrow,-1
12548,__label__NEUTRAL AmericanAir I understand that but Im hoping I can rectify this in advance I would call but I am in AUH I just need my one checked bag,0
12549,__label__POSITIVE AmericanAir yeah buy me a Delta plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow,1
12550,__label__POSITIVE AmericanAir nothing to do with Mother Nature more like poor commutation,1
12551,__label__NEGATIVE AmericanAir is the worst airline in the entire world I only flew them because I had to and it was the nightmare I knew it would be,-1
12552,__label__NEUTRAL AmericanAir hey I have a name issue on my reservation can you help,0
12553,__label__NEUTRAL AmericanAir I DMd you,0
12554,__label__NEUTRAL AmericanAir thank you My lost item was located at ORD and is being returned to me,0
12555,__label__NEUTRAL Why doesnt AmericanAir provide a means for dialogue  What is the fear that drives this decision  worstcustomerserviceever,0
